,id,y,safra,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sum_bill,avg_bill,max_bill,sum_bill.1,avg_bill.1,max_bill.1
13,10595,1,200601,310000,2,1,1,34,-1,-1,-1,0,-1,-1,455.0,455.0,1415.0,883.0,883.0,1033.0,455.0,1415.0,0.0,883.0,1033.0,883.0,5124.0,854.0,1415.0,4669.0,778.17,1415.0
14,11296,1,200601,130000,2,1,2,30,3,2,2,0,0,0,8830.0,9533.0,10220.0,10353.0,10636.0,10711.0,1000.0,1000.0,600.0,600.0,400.0,600.0,60283.0,10047.17,10711.0,4200.0,700.0,1000.0
15,8941,0,200512,200000,2,3,1,67,0,0,0,0,0,0,188072.0,166668.0,159513.0,150852.0,151996.0,147690.0,17014.0,15019.0,15000.0,15000.0,10000.0,10000.0,964791.0,160798.5,188072.0,82033.0,13672.17,17014.0
16,19566,0,200604,80000,2,2,1,47,-1,2,2,-1,-1,-1,4166.0,3908.0,0.0,3521.0,0.0,14206.0,0.0,0.0,3521.0,0.0,14206.0,7500.0,25801.0,4300.17,14206.0,25227.0,4204.5,14206.0
17,18823,0,200604,360000,2,2,2,26,-1,-1,-1,-1,-2,-2,1968.0,459.0,2500.0,0.0,0.0,0.0,463.0,2500.0,0.0,0.0,0.0,0.0,4927.0,821.17,2500.0,2963.0,493.83,2500.0
18,7641,0,200512,230000,1,1,2,32,-2,-2,-2,-2,-2,-2,2785.0,3943.0,3126.0,3126.0,500.0,500.0,1223.0,1000.0,0.0,0.0,0.0,0.0,13980.0,2330.0,3943.0,2223.0,370.5,1223.0
19,8306,1,200512,30000,1,2,1,47,0,0,0,0,2,0,24422.0,25480.0,26425.0,30525.0,29063.0,29022.0,1455.0,1400.0,4500.0,0.0,1500.0,2000.0,164937.0,27489.5,30525.0,10855.0,1809.17,4500.0
20,7885,0,200512,130000,1,2,2,33,0,0,0,0,0,0,114984.0,118641.0,119286.0,121377.0,123655.0,125917.0,5800.0,4400.0,4350.0,4500.0,4600.0,5000.0,723860.0,120643.33,125917.0,28650.0,4775.0,5800.0
21,16028,0,200603,30000,2,2,2,41,1,2,0,0,0,0,25562.0,23250.0,23217.0,21295.0,19076.0,9292.0,0.0,1600.0,1500.0,1000.0,1720.0,0.0,121692.0,20282.0,25562.0,5820.0,970.0,1720.0
22,19737,0,200604,110000,2,1,1,30,0,0,0,0,0,0,49069.0,14241.0,15205.0,16267.0,53869.0,54138.0,1600.0,1500.0,1400.0,15150.9,1415.0,1010.0,202789.0,33798.17,54138.0,44927.0,7487.83,38002.0
23,17396,0,200603,80000,2,2,1,29,2,2,2,2,2,2,72674.0,74192.0,72464.0,76613.0,77908.0,76034.0,3300.0,0.0,6000.0,3100.0,0.0,4200.0,449885.0,74980.83,77908.0,16600.0,2766.67,6000.0
24,5351,1,200511,20000,1,3,2,24,0,0,0,0,0,2,12188.0,12904.0,14217.0,14360.0,16140.0,16287.0,1220.0,1533.0,676.0,2177.0,559.0,0.0,86096.0,14349.33,16287.0,6165.0,1027.5,2177.0
25,478,0,200510,70000,2,2,1,37,0,0,0,2,0,0,66759.0,68200.0,72972.0,71248.0,50610.0,50809.0,2518.0,5950.0,0.0,1782.0,1985.0,2700.0,380598.0,63433.0,72972.0,14935.0,2489.17,5950.0
26,12403,1,200602,270000,2,2,1,40,0,0,0,0,0,0,26183.0,24181.0,19543.0,17160.0,14818.0,12702.0,1826.0,1469.0,514.0,581.0,612.0,312.0,114587.0,19097.83,26183.0,5314.0,885.67,1826.0
27,9862,0,200601,220000,1,3,1,58,0,0,0,-2,-2,-1,22599.0,23875.0,0.0,0.0,0.0,52884.0,1875.0,0.0,0.0,0.0,15620.05,16992.4,99358.0,16559.67,52884.0,160419.0,26736.5,105660.0
28,7192,0,200512,20000,1,2,1,42,0,0,0,0,0,0,18317.0,18455.0,19399.0,19962.0,14938.0,3039.0,1500.0,1400.0,1009.0,307.0,1200.0,0.0,94110.0,15685.0,19962.0,5416.0,902.67,1500.0
29,14442,0,200602,260000,1,1,3,41,0,0,0,0,0,0,191879.05,186227.15,180484.2,168163.3,161342.0,158664.35,9269.0,9090.0,9034.0,8521.0,10067.0,8100.0,1493762.0,248960.33,253795.0,54081.0,9013.5,10067.0
30,15856,1,200603,150000,2,2,2,25,2,2,2,2,2,2,114074.0,116313.0,118700.0,115328.0,121084.0,123473.0,5600.0,5700.0,0.0,9200.0,4500.0,0.0,708972.0,118162.0,123473.0,25000.0,4166.67,9200.0
31,4044,1,200511,160000,2,2,1,34,-1,-1,-1,-1,-1,-1,2734.0,0.0,625.0,406.0,338.0,0.0,0.0,625.0,406.0,338.0,0.0,0.0,4103.0,683.83,2734.0,1369.0,228.17,625.0
32,15120,1,200603,20000,1,3,1,56,1,2,2,2,2,0,9453.0,10143.0,10730.0,12241.0,11748.0,12456.0,1000.0,900.0,2000.0,0.0,900.0,3200.0,66771.0,11128.5,12456.0,8000.0,1333.33,3200.0
33,214,0,200510,30000,1,2,2,39,0,0,0,2,0,0,28347.0,28108.0,18388.0,12992.0,7736.0,8032.0,3036.0,2309.0,0.0,1000.0,2000.0,148.0,103603.0,17267.17,28347.0,8493.0,1415.5,3036.0
34,19006,0,200604,130000,2,2,2,29,0,0,0,0,0,0,113203.0,114053.0,117602.0,119119.0,120030.0,122510.0,4200.0,5800.0,5800.0,4300.0,4500.0,4500.0,706517.0,117752.83,122510.0,29100.0,4850.0,5800.0
35,470,0,200510,90000,2,1,1,41,-1,-1,-1,-1,-1,-1,6160.0,3274.0,6190.0,307.0,2870.0,670.0,3276.0,6246.0,307.0,2870.0,670.0,1362.0,19471.0,3245.17,6190.0,14731.0,2455.17,6246.0
36,15573,0,200603,220000,1,2,1,55,-1,-1,-1,-1,-1,-1,757.0,757.0,3257.0,757.0,757.0,757.0,757.0,3257.0,757.0,757.0,757.0,907.0,7042.0,1173.67,3257.0,7192.0,1198.67,3257.0
37,8584,0,200512,180000,2,2,2,25,0,0,0,2,0,0,169225.0,172888.0,180484.2,168163.3,161342.0,158664.35,7800.0,14010.0,4.0,6431.0,6600.0,6675.0,1061122.0,176853.67,182533.0,41520.0,6920.0,14010.0
38,12754,0,200602,20000,2,1,2,23,1,-1,0,0,-1,-1,0.0,342.0,1342.0,1372.0,2037.0,1068.0,342.0,1000.0,30.0,2037.0,1218.0,462.0,6161.0,1026.83,2037.0,5089.0,848.17,2037.0
39,1783,0,200510,160000,1,2,1,28,0,0,2,2,0,0,62312.0,66965.0,67648.0,66020.0,67386.0,68336.0,5856.0,2311.0,0.0,2377.0,2000.0,1881.0,398667.0,66444.5,68336.0,14425.0,2404.17,5856.0
40,4272,0,200511,10000,1,2,2,21,0,0,0,0,-1,-1,6703.0,8422.0,9205.0,9393.0,4176.0,0.0,2000.0,1000.0,188.0,2538.0,0.0,0.0,37899.0,6316.5,9393.0,5726.0,954.33,2538.0
41,1212,0,200510,160000,2,3,2,26,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,2340.0,390.0,390.0,2340.0,390.0,390.0
42,13626,0,200602,250000,2,3,2,47,-2,-2,-2,-2,-2,-2,7363.0,27415.0,0.0,1930.0,1643.0,1687.0,18006.25,0.0,1930.0,1643.0,1687.0,0.0,40038.0,6673.0,27415.0,32734.0,5455.67,27474.0
43,15239,0,200603,260000,2,2,2,34,0,0,0,0,0,0,40066.0,38115.0,38730.0,37947.0,40122.0,34751.0,2000.0,3030.0,5039.0,7000.0,3000.0,10000.0,229731.0,38288.5,40122.0,30069.0,5011.5,10000.0
44,13882,1,200602,90000,2,1,2,29,1,2,0,0,0,0,9370.0,9078.0,10267.0,10350.0,10564.0,10771.0,0.0,1500.0,550.0,529.0,531.0,550.0,60400.0,10066.67,10771.0,3660.0,610.0,1500.0
45,12353,1,200602,360000,2,2,1,35,0,-1,-1,-1,-1,-1,106010.0,24892.0,10772.0,21847.0,21835.0,9255.0,18006.25,10786.0,15500.7,15150.9,9261.0,16992.4,194611.0,32435.17,106010.0,110970.0,18495.0,24976.0
46,7593,0,200512,30000,2,2,2,22,0,0,0,0,0,0,30719.0,30123.0,30112.0,26763.0,22303.0,24397.0,1900.0,1626.0,1267.0,766.0,10000.0,919.0,164417.0,27402.83,30719.0,16478.0,2746.33,10000.0
47,19357,0,200604,270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278.0,-1.0,3564.0,1280.0,1898.0,0.0,0.0,3568.0,1280.0,1898.0,0.0,2605.0,8016.0,1336.0,3564.0,9351.0,1558.5,3568.0
48,19000,1,200604,70000,2,1,2,29,0,0,2,2,2,2,71237.0,76632.0,74853.0,78789.0,77084.0,80572.0,6577.0,0.0,5816.0,0.0,5364.0,0.0,459167.0,76527.83,80572.0,17757.0,2959.5,6577.0
49,20418,0,200604,10000,1,3,2,24,1,-1,0,-1,0,0,-1.0,4253.0,1777.0,780.0,780.0,0.0,5253.0,1500.0,780.0,0.0,0.0,0.0,7218.0,1203.0,4253.0,7533.0,1255.5,5253.0
50,12613,0,200602,50000,1,2,2,47,0,0,0,0,0,0,37486.0,35996.0,36679.0,16707.0,17057.0,17423.0,1800.0,2021.0,650.0,619.0,650.0,1000.0,161348.0,26891.33,37486.0,6740.0,1123.33,2021.0
51,3652,0,200511,110000,1,2,1,44,0,0,0,0,0,0,111188.0,109512.0,108727.0,107381.0,106831.0,108305.0,6010.0,5507.0,4500.0,4502.0,4200.0,4500.0,651944.0,108657.33,111188.0,29219.0,4869.83,6010.0
52,19664,0,200604,370000,2,2,1,36,0,0,0,0,0,0,191879.05,181046.0,169132.0,128553.0,88817.0,83763.0,10500.0,14045.0,8553.0,8817.0,10763.0,2526.0,870697.0,145116.17,219386.0,55204.0,9200.67,14045.0
53,9578,0,200601,40000,2,1,1,27,0,0,0,0,0,0,40856.0,39045.0,39825.0,38847.0,31535.0,32159.0,2023.0,1803.0,1425.0,1293.0,1300.0,1339.0,222267.0,37044.5,40856.0,9183.0,1530.5,2023.0
54,2653,0,200510,170000,2,1,2,26,0,0,0,0,2,0,99387.0,102141.0,103972.0,108405.0,102303.0,99767.0,5250.0,5100.0,7500.0,0.0,3900.0,3600.0,615975.0,102662.5,108405.0,25350.0,4225.0,7500.0
55,19241,0,200604,380000,2,3,1,44,0,0,0,0,-1,-1,7234.0,4772.0,4519.0,3818.0,4096.0,4058.0,1500.0,2000.0,2023.0,4102.0,4448.0,7274.0,28497.0,4749.5,7234.0,21347.0,3557.83,7274.0
56,1977,0,200510,180000,1,2,2,31,0,0,0,2,0,0,28566.0,32876.0,39120.0,38339.0,42679.0,46953.0,5000.0,7000.0,0.0,5000.0,5000.0,5000.0,228533.0,38088.83,46953.0,27000.0,4500.0,7000.0
57,19877,0,200604,50000,2,2,2,42,0,0,-1,0,0,0,37606.0,17971.0,10812.0,12237.0,13057.0,15057.0,3000.0,15000.0,2000.0,2000.0,2000.0,0.0,106740.0,17790.0,37606.0,24000.0,4000.0,15000.0
58,12157,0,200602,30000,1,3,2,51,0,0,0,0,2,2,25358.0,26447.0,26946.0,28957.0,29408.0,29840.0,1800.0,1300.0,2400.0,1000.0,1000.0,0.0,166956.0,27826.0,29840.0,7500.0,1250.0,2400.0
59,1573,0,200510,110000,2,2,1,40,0,0,0,2,0,0,84589.0,85418.0,38333.0,37419.0,38199.0,38957.0,3700.0,4890.0,0.0,1535.0,1545.0,1500.0,322915.0,53819.17,85418.0,13170.0,2195.0,4890.0
60,14942,1,200602,100000,2,2,1,39,2,2,0,0,0,0,78353.0,77726.0,79151.0,80249.0,82405.0,77011.0,1200.0,3400.0,2900.0,3500.0,3000.0,6100.0,474895.0,79149.17,82405.0,20100.0,3350.0,6100.0
61,12617,0,200602,20000,1,1,2,23,0,0,0,0,0,-1,18055.0,2059.0,2576.0,1834.0,1092.0,942.0,1100.0,1500.0,200.0,200.0,942.0,16992.4,26558.0,4426.33,18055.0,23782.0,3963.67,19840.0
62,12567,0,200602,130000,1,2,2,25,0,0,0,0,0,0,4841.0,6750.0,7559.0,5198.0,5198.0,5198.0,2000.0,1000.0,2200.0,0.0,0.0,0.0,34744.0,5790.67,7559.0,5200.0,866.67,2200.0
63,15850,0,200603,110000,2,1,1,28,0,0,0,0,0,2,109474.0,110723.0,111125.0,106828.0,84729.0,82910.0,11602.0,4238.0,4316.0,11190.0,0.0,3000.0,605789.0,100964.83,111125.0,34346.0,5724.33,11602.0
64,18280,0,200604,190000,1,1,1,54,0,0,0,0,0,0,187295.0,186189.0,180484.2,168163.3,98013.0,94600.0,7000.0,7962.0,7000.0,3417.0,3463.0,3357.0,922972.0,153828.67,187295.0,32199.0,5366.5,7962.0
65,18396,0,200604,60000,2,2,2,24,0,0,-1,2,0,0,8086.0,6936.0,4102.0,3891.0,4669.0,6083.0,3015.0,4102.0,0.0,1000.0,1500.0,1000.0,33767.0,5627.83,8086.0,10617.0,1769.5,4102.0
66,10373,0,200601,200000,2,1,2,33,-1,-1,-1,-2,-2,-2,846.0,4292.0,0.0,0.0,0.0,0.0,4974.0,0.0,0.0,0.0,0.0,0.0,5138.0,856.33,4292.0,4974.0,829.0,4974.0
67,449,0,200510,200000,1,4,1,42,0,0,0,0,0,0,38564.0,38246.0,32253.0,30384.0,30900.0,0.0,5000.0,1485.0,1956.0,1500.0,0.0,2102.0,170347.0,28391.17,38564.0,12043.0,2007.17,5000.0
68,12345,1,200602,30000,2,2,1,53,1,3,2,3,2,0,18663.0,18080.0,18986.0,18390.0,17954.0,18654.0,0.0,1500.0,0.0,0.0,1000.0,692.0,110727.0,18454.5,18986.0,3192.0,532.0,1500.0
69,15442,1,200603,20000,1,2,2,27,0,0,-1,-1,0,0,7320.0,7761.0,631.0,4481.0,6481.0,3465.0,2000.0,631.0,4481.0,2000.0,300.0,3332.0,30139.0,5023.17,7761.0,12744.0,2124.0,4481.0
70,16816,0,200603,40000,1,2,2,33,0,0,-2,-2,-2,-2,23330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23330.0,3888.33,23330.0,0.0,0.0,0.0
71,15760,0,200603,130000,2,2,2,22,2,2,2,2,0,0,29929.0,27812.0,21213.0,15443.0,25371.0,4264.0,3412.0,1700.0,0.0,15150.9,4264.0,1000.0,124032.0,20672.0,29929.0,25947.0,4324.5,15571.0
72,15163,0,200603,300000,2,2,2,26,0,0,0,-1,0,0,29300.0,18988.0,6893.0,49379.0,49161.0,50646.0,1214.0,2000.0,15500.7,1500.0,2000.0,15000.0,204367.0,34061.17,50646.0,71093.0,11848.83,49379.0
73,7094,0,200512,320000,2,1,2,32,2,0,0,0,0,0,191879.05,186227.15,180484.2,168163.3,161342.0,158664.35,12937.0,13036.0,10072.0,9600.0,11056.0,9964.0,1890098.0,315016.33,319672.0,66665.0,11110.83,13036.0
74,14619,0,200602,230000,2,1,1,34,-1,0,0,0,-1,0,4358.0,6020.0,9938.0,9865.0,6981.0,12157.0,3000.0,5000.0,5828.0,6981.0,6157.0,6342.0,49319.0,8219.83,12157.0,33308.0,5551.33,6981.0
75,13551,0,200602,20000,2,1,2,22,-2,-2,-2,-2,-2,-2,483.0,480.0,390.0,390.0,390.0,390.0,487.0,390.0,390.0,390.0,390.0,390.0,2523.0,420.5,483.0,2437.0,406.17,487.0
76,3124,0,200511,210000,1,1,2,30,-1,-1,-1,0,-1,-1,462.0,562.0,1864.0,932.0,932.0,1014.0,1032.0,2234.0,0.0,932.0,1014.0,1000.0,5766.0,961.0,1864.0,6212.0,1035.33,2234.0
77,8052,0,200512,30000,1,2,1,36,1,4,3,2,2,2,28083.0,27371.0,26645.0,25919.0,27535.0,28197.0,0.0,0.0,0.0,2038.0,1268.0,0.0,163750.0,27291.67,28197.0,3306.0,551.0,2038.0
78,10851,1,200601,210000,1,2,1,33,0,0,0,0,0,0,141571.0,138588.0,142343.0,69004.0,70596.0,69388.0,5000.0,6000.0,2270.0,2500.0,2472.0,2600.0,631490.0,105248.33,142343.0,20842.0,3473.67,6000.0
79,12293,1,200602,130000,2,2,2,26,0,0,0,0,0,-2,110922.0,113974.0,126194.0,17832.0,-1.0,0.0,5000.0,15066.0,5007.0,0.0,3000.0,825.0,365922.0,60987.0,126194.0,28898.0,4816.33,15066.0
80,16383,1,200603,120000,2,1,1,36,-1,2,2,-2,-1,0,536.0,210.0,-1.0,-1.0,732.0,406.0,0.0,0.0,0.0,1500.0,0.0,0.0,1326.0,221.0,732.0,1500.0,250.0,1500.0
81,8274,0,200512,80000,1,1,2,28,0,0,0,2,0,0,47933.0,39695.0,42372.0,41393.0,42275.0,43418.0,2100.0,3650.0,0.0,1700.0,2000.0,3000.0,257086.0,42847.67,47933.0,12450.0,2075.0,3650.0
82,13660,0,200602,220000,2,2,2,26,0,0,0,0,0,-1,57222.0,160712.0,180484.2,74138.0,1808.0,95818.0,18006.25,18987.5,1483.0,1808.0,15620.05,2581.0,600143.0,100023.83,210445.0,262220.0,43703.33,107789.0
83,11741,1,200601,20000,1,2,2,36,0,0,-2,-2,-2,-2,18400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,3066.67,18400.0,0.0,0.0,0.0
84,7531,1,200512,270000,1,1,2,28,4,4,3,2,2,2,191879.05,186227.15,180484.2,168163.3,161342.0,158664.35,0.0,0.0,8400.0,9000.0,8700.0,9000.0,1405554.0,234259.0,240595.0,35100.0,5850.0,9000.0
85,2305,0,200510,80000,1,2,1,26,0,0,0,0,0,0,51751.0,43280.0,44234.0,45276.0,39808.0,40598.0,2000.0,2000.0,1668.0,2000.0,1453.0,1664.0,264947.0,44157.83,51751.0,10785.0,1797.5,2000.0
86,19122,0,200604,100000,2,2,1,49,0,-1,-1,-1,0,0,5532.0,5325.0,5423.0,29628.0,13252.0,3723.0,5325.0,5423.0,15500.7,0.0,0.0,3513.0,62883.0,10480.5,29628.0,43889.0,7314.83,29628.0
87,8047,0,200512,30000,1,2,2,39,2,3,2,2,2,3,27000.0,26286.0,26556.0,26818.0,29425.0,28662.0,0.0,1000.0,1000.0,3200.0,0.0,0.0,164747.0,27457.83,29425.0,5200.0,866.67,3200.0
88,12803,1,200602,260000,2,2,1,53,1,2,2,2,2,2,118107.0,121763.0,133107.0,133107.0,148107.0,148107.0,3656.0,15000.0,0.0,15000.0,0.0,15000.0,802298.0,133716.33,148107.0,48656.0,8109.33,15000.0
89,8945,1,200512,100000,2,2,1,42,2,2,0,0,0,0,101494.0,98994.0,96845.0,97037.0,93480.0,95516.0,13.0,3709.0,4000.0,3500.0,3600.0,3500.0,583366.0,97227.67,101494.0,18322.0,3053.67,4000.0
90,6811,0,200512,10000,1,1,2,30,0,0,0,0,0,0,7930.0,7718.0,8518.0,8950.0,9795.0,3274.0,1200.0,1000.0,1000.0,1000.0,59.0,0.0,46185.0,7697.5,9795.0,4259.0,709.83,1200.0
91,6552,1,200512,260000,2,2,2,27,0,0,0,0,0,-1,19713.0,22378.0,24836.0,32816.0,42816.0,8938.0,3000.0,3000.0,10000.0,10000.0,8938.0,2000.0,151497.0,25249.5,42816.0,36938.0,6156.33,10000.0
92,18735,0,200604,50000,2,2,2,25,0,0,0,2,2,2,26509.0,27521.0,30001.0,29187.0,31064.0,30487.0,1757.0,3237.0,0.0,2300.0,0.0,1100.0,174769.0,29128.17,31064.0,8394.0,1399.0,3237.0
93,9592,0,200601,50000,2,3,1,36,0,0,0,0,0,0,46311.0,47579.0,47897.0,28263.0,8548.0,8906.0,2014.0,1332.0,698.0,310.0,500.0,330.0,187504.0,31250.67,47897.0,5184.0,864.0,2014.0
94,3808,0,200511,100000,2,3,2,46,0,0,0,0,0,0,94657.0,81175.0,63464.0,45910.0,46996.0,42935.0,3000.0,2009.0,3000.0,2000.0,2000.0,1701.0,375137.0,62522.83,94657.0,13710.0,2285.0,3000.0
95,14159,1,200602,210000,2,1,1,50,-1,-1,-1,-1,-1,-1,90.0,90.0,90.0,90.0,180.0,90.0,90.0,90.0,90.0,180.0,0.0,90.0,630.0,105.0,180.0,540.0,90.0,180.0
96,6031,0,200512,150000,2,1,1,46,0,0,0,0,0,0,21787.0,22817.0,24134.0,24635.0,29032.0,29766.0,1382.0,1699.0,1200.0,5000.0,1214.0,1500.0,152171.0,25361.83,29766.0,11995.0,1999.17,5000.0
97,17148,0,200603,60000,2,2,2,27,0,0,2,0,0,0,45373.0,49363.0,48308.0,51616.0,56416.0,21680.0,4747.0,0.0,5000.0,5000.0,0.0,16992.4,272756.0,45459.33,56416.0,38746.0,6457.67,23999.0
98,4760,0,200511,180000,2,1,1,45,0,0,0,2,0,0,18472.0,20546.0,24956.0,24262.0,24782.0,26208.0,2690.0,5100.0,0.0,1058.0,2000.0,3000.0,139226.0,23204.33,26208.0,13848.0,2308.0,5100.0
99,11646,0,200601,180000,2,3,2,39,1,-1,0,-1,0,0,0.0,4835.0,2220.0,11303.0,9359.0,9041.0,4835.0,2200.0,11303.0,187.0,181.0,3050.0,36758.0,6126.33,11303.0,21756.0,3626.0,11303.0
100,1190,0,200510,180000,2,1,2,24,0,0,0,0,0,0,169263.0,174532.0,176686.0,165491.0,161342.0,158664.35,8000.0,6700.0,6000.0,6400.0,7000.0,7000.0,1028440.0,171406.67,176686.0,41100.0,6850.0,8000.0
101,20385,1,200604,90000,1,3,2,23,3,2,0,0,0,0,92154.0,87700.0,61110.0,14223.0,9784.0,5155.0,0.0,2200.0,1000.0,477.0,103.0,0.0,270126.0,45021.0,92154.0,3780.0,630.0,2200.0
102,18572,0,200604,180000,2,1,2,27,-1,-1,-1,-1,-1,-1,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,1584.0,264.0,264.0,1584.0,264.0,264.0
103,2784,0,200510,280000,2,1,1,47,-1,2,2,-1,0,0,2002.0,1311.0,0.0,430.0,430.0,-1.0,0.0,0.0,430.0,0.0,550.0,1304.0,3623.0,603.83,2002.0,2284.0,380.67,1304.0
104,7009,0,200512,20000,2,3,1,41,0,0,0,0,0,2,16208.0,16942.0,18255.0,18468.0,19715.0,19250.0,1300.0,1600.0,813.0,1700.0,0.0,831.0,108838.0,18139.67,19715.0,6244.0,1040.67,1700.0
105,16367,0,200603,140000,2,1,1,45,-1,-1,-1,-1,0,0,2300.0,483.0,487.0,1011.0,524.0,1037.0,483.0,487.0,1011.0,0.0,1000.0,974.0,5842.0,973.67,2300.0,3955.0,659.17,1011.0
106,20688,0,200604,180000,1,1,2,28,2,2,2,2,2,2,175154.0,175790.0,153515.0,130864.0,131569.0,128983.0,5100.0,50.0,14500.0,4500.0,296.0,4500.0,895875.0,149312.5,175790.0,28946.0,4824.33,14500.0
107,12398,0,200602,360000,2,1,1,46,1,-1,-1,-1,-1,-1,723.0,17392.0,-1.0,32170.0,680.0,6205.0,17392.0,0.0,15500.7,680.0,6205.0,16992.4,57162.0,9527.0,32170.0,75269.0,12544.83,32178.0
108,11436,1,200601,20000,2,2,2,23,1,2,2,2,2,2,6218.0,6959.0,8635.0,8350.0,9063.0,8771.0,1000.0,1800.0,0.0,1000.0,0.0,1000.0,47996.0,7999.33,9063.0,4800.0,800.0,1800.0
109,791,0,200510,30000,2,2,2,51,1,2,2,0,0,0,25382.0,26480.0,25761.0,25964.0,26507.0,27249.0,1800.0,0.0,928.0,960.0,1181.0,967.0,157343.0,26223.83,27249.0,5836.0,972.67,1800.0
110,20768,1,200604,400000,1,2,1,42,0,-1,-1,0,0,-1,2984.0,3353.0,8372.0,7743.0,4984.0,3027.0,3369.0,8379.0,1074.0,124.0,3042.0,2891.0,30463.0,5077.17,8372.0,18879.0,3146.5,8379.0
111,12746,0,200602,50000,1,3,1,52,2,2,2,4,3,3,37530.0,38630.0,41774.0,40806.0,41357.0,41380.0,2000.0,4086.0,0.0,1500.0,1000.0,1800.0,241477.0,40246.17,41774.0,10386.0,1731.0,4086.0
